METADATA,Execution time: 2025-11-16 19:12:03,,Total projects collected: 1820,Total pages processed: 200,Duration: 43.50 seconds
58,2511-150124-04-01-445567,20251107125553273N,呼和浩特市清水河县窑沟乡沟西下村刘利军40KW自然人户用分布式光伏发电项目,光伏电站项目备案,批复
58,2511-150823-04-02-509428,20251107121132256N,巴彦淖尔市乌拉特前旗供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
58,2511-150627-04-05-706702,20251107120237247N,札萨克镇乌兰陶勒盖村防洪排涝应急工程,农林牧水项目备案,批复
58,2511-150625-60-01-905468,20251107114557208N,蒙来电（鄂尔多斯市）科技发展有限公司杭锦旗永维加油站充电站建设项目,加油站、加气站、充电桩项目备案,批复
154,2509-150824-04-01-448994,20250918161956148N,金风科技乌拉特中旗风光制氢一体化项目（制氢氨醇部分）,工业项目备案（发改）,批复
154,2309-150428-04-01-979569,20250918161747140N,蒙东医药现代物流产业园,仓储物流类项目备案,批复
154,2509-150124-04-05-158411,20250918161545136N,时代骐骥新能源科技（呼和浩特）有限公司清水河新能源重卡换电站,加油站、加气站、充电桩项目备案,批复
154,2509-150521-04-01-621577,20250918161410131N,通辽市中岳石油有限公司科尔沁左翼中旗宝日加油站分公司基础设施建设项目,加油站、加气站、充电桩项目备案,批复
154,2509-150304-04-01-181501,20250918161308129N,乌达区运煤专线道路边坡加固及生态治理应急修复工程项目,城市基础设施项目可行性研究报告审批,批复
154,2509-150424-07-02-288537,20250918161257125N,石英砂压裂支撑剂生产设备更新改造项目,工业项目备案（工信）,批复
154,2509-152530-04-01-944388,20250918161230119N,正蓝旗昌泰标准化厂房项目,仓储物流类项目备案,批复
154,2409-150929-07-02-707656,20250918161003115N,四子王旗亿源农业科技有限责任公司马铃薯淀粉生产加工技改项目,工业项目备案（工信）,批复
154,2509-150404-04-01-775758,20250918160626103N,赤峰松山区灵芝菇生态养种植基地项目,农林牧水项目备案,批复
154,2509-150104-04-01-992913,20250918160514994N,呼和浩特市玉泉区锡林郭勒路基础设施修复工程,城市基础设施项目建议书审批,批复
147,2510-150725-04-05-332613,20251028152359250N,宝日希勒镇专职消防队站改造项目,城市基础设施项目可行性研究报告审批,批复
147,2509-150424-04-01-267301,20251028152346247N,内蒙古久日新材料有限公司年产1500吨酰基膦氧系列光引发剂项目,工业项目备案（发改）,批复
147,2510-150404-04-01-212595,20251028152006239N,内蒙古硅能新材料科技有限公司高纯石英新材料深加工项目,工业项目备案（发改）,批复
147,2510-150421-04-01-661330,20251028151954237N,智创正洁能源科技（呼和浩特市）有限公司双胜镇红星村刘成军非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
147,2511-150627-04-05-796934,20251028151928230N,圣圆实业札萨克镇自来水水井提升改造工程,城市基础设施项目备案,批复
147,2510-150421-04-01-974385,20251028151431223N,智创正洁能源科技（呼和浩特市）有限公司白城子乡小黄羊洼村王井海非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
147,2510-150502-04-01-339762,20251028150406188N,2025年科尔沁区西拉木伦大街鹏通花园二期停车充电站项目,加油站、加气站、充电桩项目备案,批复
147,2510-150622-04-05-100540,20251028150237185N,准格尔旗青少年综合发展中心建设项目,政府投资社会事业项目项目建议书审批,批复
147,2510-150502-04-01-531386,20251028150144182N,高尔夫小区新能源汽车充电桩,加油站、加气站、充电桩项目备案,批复
147,2510-150502-04-01-693626,20251028145743178N,2025年科尔沁区永清大街与团结路交汇处停车场充电站项目,加油站、加气站、充电桩项目备案,批复
11,2511-150121-04-01-129962,20251113152004667N,呼和浩特市伊利现代智慧健康谷冷链集配中心项目,仓储物流类项目备案,批复
11,2511-150123-04-05-675227,20251113151818660N,天启绿能·红山口电动重卡充电站项目,加油站、加气站、充电桩项目备案,
11,2511-152222-04-01-485413,20251113151458623N,科右中旗杜尔基镇乌兰中嘎查2026年引水渠以工代赈项目,农牧业项目可行性研究报告审批,批复
11,2511-150303-04-01-144401,20251113151259604N,乌海高新技术产业开发区铁路站场配套道路项目,城市基础设施项目建议书审批,批复
11,2511-150303-04-01-118768,20251113151123601N,乌海高新技术产业开发区生活配套服务区停车场及公交站点建设项目,城市基础设施项目建议书审批,批复
11,2511-150603-04-01-175614,20251113151008598N,康巴什区第七中学,政府投资社会事业项目项目建议书审批,批复
11,2511-150303-04-01-392630,20251113150607583N,乌海高新技术产业开发区装备制造园中园配套道路项目,城市基础设施项目建议书审批,批复
11,2511-150303-04-01-731888,20251113145845552N,乌海高新技术产业开发区北四街项目,城市基础设施项目建议书审批,批复
11,2511-150222-04-01-827525,20251113145759547N,包头市国科镁业科技有限公司10万吨高纯氧化镁循环经济综合利用项目,工业项目备案（发改）,批复
11,2511-150622-60-01-982392,20251113144234491N,内蒙古自治区鄂尔多斯市准格尔旗田培珍自然人户用分布式光伏项目,太阳能热发电项目备案,批复
96,2511-150302-07-02-295227,20251104090219318N,乌海宝骐大气治理环保升级改造项目（一期）,工业项目备案（工信）,批复
96,2511-152221-04-01-757945,20251104085742197N,兴安盟三清米业有限责任公司大米加工厂升级改造及恒温保鲜库建设项目,仓储物流类项目备案,批复
96,2511-150403-04-01-670631,20251103213828148N,赤峰衡睿科技有限公司赤峰市元宝山300MW/1200MWh电网侧独立储能电站项目,工业项目备案（发改）,批复
96,2511-150302-20-01-813464,20251103213203147N,海勃湾农品种植示范园项目,农牧业项目可行性研究报告审批,批复
96,2511-150981-04-01-842920,20251103183716105N,丰镇市西工业园区街道交通设施安装工程,政府投资社会事业项目可行性研究报告审批,批复
96,2511-150428-04-01-698194,20251103181317776N,赤峰三慧未来智慧宜养养老服务有限责任公司智慧康养建设项目,社会事业项目备案,批复
96,2511-150624-60-01-389767,20251103180620767N,鄂托克旗振源煤焦销售有限公司停车场充电桩扩建项目,加油站、加气站、充电桩项目备案,批复
96,2511-150203-04-01-930738,20251103180551765N,包头乐园鲍鲍营地亲自然乐园,旗县产业类项目备案,批复
96,2511-152921-04-01-612352,20251103180126763N,阿拉善盟逢缘物流有限公司吉兰泰镇哈图呼都格嘎查新能源重卡充电站项目,加油站、加气站、充电桩项目备案,批复
96,2511-150124-04-01-978645,20251103175847761N,呼和浩特市茂远肥料销售有限公司肥料加工厂项目,农林牧水项目备案,批复
100,2511-150403-04-01-403361,20251103154643262N,元宝山区平庄镇岭上村齐金枝70千瓦分布式光伏发电项目,光伏电站项目备案,批复
100,2511-150221-04-01-726817,20251103154528256N,内蒙古晶辉循环科技有限公司年处理140万吨煤基固废绿色高值化综合利用（一期）配套项目,环资类备案,批复
100,2506-150124-04-05-848574,20251103154025234N,小沙湾村天启绿电能源电动重卡（充）换电站项目,加油站、加气站、充电桩项目备案,批复
100,2511-150303-07-02-137179,20251103153613204N,内蒙古乌海亚东精细化工有限公司H酸装置连续磺化技改项目,工业项目备案（工信）,批复
100,2511-150302-20-01-813464,20251103153042170N,海勃湾农品种植示范园项目,农牧业项目建议书的审批,批复
100,2511-150424-04-01-663425,20251103152919165N,赤峰安和石油化工有限公司第五加油站扩建项目,加油站、加气站、充电桩项目备案,批复
100,2511-152222-04-01-234864,20251103152129134N,兴安盟科右中旗坤都冷独立储能电站项目,能源类的项目备案,批复
100,2511-150102-89-03-592514,20251103151857116N,下新营农贸市场分公司安装变压器项目,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
100,2509-150797-04-04-425642,20251103151808106N,呼伦贝尔市本级政务云采购项目,信息化类项目初步设计审批,批复
100,2511-150222-04-02-470838,20251103151717104N,内蒙古鑫烽实业有限公司有机堆肥生产项目,旗县产业类项目备案,批复
1,2511-152222-04-01-283623,20251115222500179N,兴安盟科右中旗百利舸园区生活小区小型污水处理厂建设项目,城镇污水和生活垃圾处理（除垃圾发电外）项目项目建议书审批,批复
1,2511-152222-04-01-976658,20251115201337122N,科右中旗污水管网综合改造工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-499148,20251115201058120N,科右中旗巴仁哲里木大街地下管网综合改造工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-802146,20251115200833118N,科右中旗好腰苏木大街综合管网改造工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-708828,20251115200609116N,科右中旗扎木钦路综合管线改造工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-615057,20251115200341114N,科右中旗外环路综合管线建设工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-465645,20251115200113112N,科右中旗巴彦呼舒镇图什业图大桥工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-332864,20251115195819110N,科右中旗经七路地下综合管网建设工程（党校东路）,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-221375,20251115195529108N,科右中旗新佳木街综合管网改造工程,城市基础设施项目建议书审批,批复
1,2511-152222-04-01-181014,20251115195237106N,科右中旗罕乌拉大街地下管网综合改造工程,城市基础设施项目建议书审批,批复
41,2511-150121-04-02-325420,20251110175144330N,呼和浩特市金川供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-150105-04-02-972105,20251110175010322N,呼和浩特市金桥供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-150104-89-02-457033,20251110174827319N,呼和浩特市玉泉供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-150105-04-02-228638,20251110174641315N,呼和浩特市赛罕供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-150103-04-02-160998,20251110174455312N,呼和浩特市回民供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-152222-04-01-533369,20251110174248302N,国网兴安科右中旗供电公司2025年10kV及以下农网巩固提升工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-150102-89-02-751395,20251110174232299N,呼和浩特市新城供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
41,2511-150522-04-01-647582,20251110173146145N,科左后旗海鲁吐镇新艾里嘎查以工代赈水泥路建设项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
41,2511-150203-04-01-785066,20251110173114142N,昆区农畜产品冷链体系建设扩容提升项目,仓储物流类项目备案,批复
41,2511-150823-04-01-459240,20251110172234119N,巴彦淖尔乌拉特前旗红同110千伏变电站取水泵站35千伏间隔扩建工程,能源类的项目备案,批复
88,2407-152222-04-01-151944,20251029091458192N,兴安盟科右中旗通用机场“三通一平”项目,城市基础设施项目备案,批复
88,2511-150826-04-01-201297,20251104155152213N,内蒙古恒信通惠工贸股份有限公司新建河套向日葵仓储加工建设项目,仓储物流类项目备案,批复
88,2511-150581-04-01-878454,20251104154905199N,洛阳铜亿德新材料科技有限公司霍林郭勒市分公司年修复更换铸轧辊辊套150对项目,工业项目备案（发改）,批复
88,2511-150221-04-01-574151,20251104154604967N,中铁加仑（内蒙古）液化天然气物流有限公司土右旗150万吨进口LNG调峰储运项目,仓储物流类项目备案,批复
88,2511-150302-04-01-212556,20251104154406963N,内蒙古万斯通环保再生资源回收有限公司再生资源回收项目配套破碎车间工程,环资类备案,批复
88,2511-150622-04-01-847248,20251104154222959N,内蒙古三维资源集团小鱼沟煤炭有限公司安装新能源充电桩项目,外商投资项目备案,批复
88,2508-150223-04-01-105008,20251104154115944N,达尔罕茂明安联合旗石宝镇张琼等五人户用分布式光伏发电项目,光伏电站项目备案,批复
88,2506-150824-04-01-203751,20251104153754937N,乌拉特中旗石哈河镇2025年小型堤坝新建与修复工程以工代赈项目,以工代赈示范类项目初步设计审批,批复
88,2511-150207-04-01-921789,20251104153053916N,包头市鹿园城市露营地,旗县产业类项目备案,批复
88,2511-150124-04-01-438045,20251104151935872N,呼和浩特市汇通爆破有限责任公司库房建设,仓储物流类项目备案,批复
137,2510-150802-04-05-762067,20251029122900142N,谢福德25KW户用分布式光伏发电项目,光伏电站项目备案,批复
137,2509-150502-04-01-741138,20251029114138955N,2026年科尔沁区供热管网更新改造项目,城市基础设施项目初步设计审批,批复
137,2510-150824-04-01-967169,20251029113835953N,乌拉特中旗北大荒现代农牧业全产业链社会化综合服务中心二期,仓储物流类项目备案,不予许可
137,2510-152502-04-02-190163,20251029113530936N,中国石油天然气股份有限公司内蒙古锡林郭勒销售分公司锡林浩特市运煤专线加油站加气机技术改造项目,加油站、加气站、充电桩项目备案,批复
137,2510-150102-89-01-894939,20251029112724914N,水泉村农田灌溉蓄水池,农林牧水项目备案,批复
137,2510-152501-04-01-356141,20251029112706911N,二连浩特对外开放主题构筑物工程,城市基础设施项目建议书审批,批复
137,2510-152922-04-01-335582,20251029112436907N,阿拉善右旗原职教中心教学用房维修改造工程,城市基础设施项目建议书审批,批复
137,2504-150402-04-01-884608,20251029112253892N,2025年赤峰市红山区新华小区等9个城镇老旧小区电力及通讯设施设备更新改造建设项目,住房和城乡建设领域初步设计审批,批复
137,2509-150222-04-01-288292,20251029112026879N,金山经济开发区蒸汽管道建设项目,城市基础设施项目备案,批复
137,2504-150402-04-01-717194,20251029112024878N,2025年赤峰市红山区西城小区等9个城镇老旧小区电力及通讯设施设备更新改造建设项目,住房和城乡建设领域初步设计审批,批复
155,2509-150623-04-01-823328,20251028084253110N,Y008线那林至呼芦素段公路提质改造工程,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
155,2510-150421-04-01-848530,20251028080652106N,智创正洁能源科技（呼和浩特市）有限公司阿鲁科尔沁旗王玉坤等两户非自然人户用分布式光伏发电项目,光伏电站项目备案,不予许可
155,2510-150205-07-02-257238,20251027193525176N,包头闽丰冶金有限公司矿热炉烟气深度治理项目,工业项目备案（工信）,批复
155,2510-150526-04-05-547164,20251027180603103N,通辽市北部山区小流域综合治理工程（二期）,农林牧水项目可行性研究报告审批,批复
155,2504-150902-04-01-837430,20251027180520102N,乌兰察布市集宁区新区三期与河东片区排水管网互联互通工程,城市基础设施项目初步设计审批,批复
155,2507-150121-04-01-412903,20251027175515891N,土默特左旗金川第四幼儿园建设项目,政府投资社会事业项目初步设计审批,批复
155,2510-150526-04-05-808659,20251027174432884N,通辽市山洪侵蚀沟治理工程（二期）,农林牧水项目可行性研究报告审批,批复
155,2510-150923-04-01-782945,20251027171724821N,内蒙古乌兰察布市商都县十八顷河、不冻河、特布乌拉河、杨柳河水毁修复工程,重点流域水污染防治项目项目建议书审批,批复
155,2510-150928-04-01-357705,20251027171438807N,内蒙古蒙维科技有限公司6600吨／年PVA溶解装置项目,工业项目备案（发改）,批复
155,2510-150205-07-02-278312,20251027171037788N,包头市溶增化工有限责任公司矿热炉烟气深度治理项目,工业项目备案（工信）,批复
178,2509-150826-04-01-475937,20250929163940412N,巴彦淖尔市杭锦后旗二道桥镇王俊清90.09kw户用分布式光伏发电项目,光伏电站项目备案,批复
178,2504-150121-04-01-739062,20250929163527377N,土左旗全召家庭牧场建设项目,农林牧水项目备案,批复
178,2509-150823-04-01-549252,20250929163150360N,乌拉特前旗额尔登布拉格苏木公忽洞嘎查道路建设项目,农牧业项目可行性研究报告审批,批复
178,2408-150921-04-01-690020,20250929162804348N,卓资县易地搬迁服装车间建设项目,政府投资社会事业项目初步设计审批,批复
178,2509-150428-04-01-889142,20250929162603341N,赤峰市憨农张农业发展有限公司新建厂房及技改升级建设项目,工业项目备案（发改）,批复
178,2509-150222-04-01-846943,20250929162431338N,包头春坤山30万千瓦/120万千瓦时独立储能电站,能源类的项目备案,批复
178,2509-152222-04-01-866022,20250929162105317N,阻隔防爆撬装式加油装置项目,加油站、加气站、充电桩项目备案,批复
178,2509-152223-04-01-801455,20250929162036312N,扎赉特旗北晟8兆瓦冲换电站建设项目,能源类的项目备案,批复
178,2509-150125-04-05-872655,20250929161943311N,呼和浩特市武川县建筑垃圾综合处理项目,城乡建设领域初步设计审批,批复
178,2509-150823-04-01-200165,20250929161820303N,乌拉特前旗溢农鑫肥业有限责任公司肥料生产研发销售建设项目,农林牧水项目备案,批复
34,2511-150423-04-05-984824,20251111144557870N,内蒙古东荣农牧业科技有限公司5万只罕山白绒山羊高效繁育技术示范推广项目配套工程项目,农林牧水项目备案,批复
34,2511-150102-89-01-898259,20251111144245865N,呼和浩特市新城区塞外安居新城公租房建设项目消防改造工程,城市基础设施项目备案,批复
34,2511-150207-04-01-106452,20251111144035861N,内蒙古包头市第一热电厂新能源重卡充电站,加油站、加气站、充电桩项目备案,批复
34,2511-150302-60-01-950822,20251111142911845N,乌海市佳彩科技有限公司天亿小区充电站,能源类的项目备案,批复
34,2511-150521-04-01-786222,20251111142028839N,张贵 80千瓦自然人户用分布式光伏发电项目,光伏电站项目备案,批复
34,2511-150222-04-01-174285,20251111140457829N,铸造用石墨变质剂项目,工业项目备案（发改）,批复
34,2508-150123-04-01-901242,20251111134028809N,和林格尔县盛乐西路南段等路灯安装工程,城市基础设施项目可行性研究报告审批,批复
34,2511-150521-04-01-853930,20251111131041691N,丁晓明 120千瓦自然人户用分布式光伏发电项目,光伏电站项目备案,批复
34,2511-150927-04-01-108613,20251111131017688N,察右中旗2026年中央财政以工代赈项目乌兰哈页苏木宿尼不浪此老沟村防洪工程,政府投资社会事业项目项目建议书审批,批复
34,2511-150123-04-01-612037,20251111120619632N,内蒙古田秀餐饮有限公司仓储物流项目,旗县产业类项目备案,批复
66,2511-150622-04-01-952361,20251106154112303N,准格尔旗兴隆街道薛家湾村党群服务中心和卫生服务中心建设项目,政府投资社会事业项目项目建议书审批,批复
66,2511-150428-04-01-850591,20251106154018299N,赤峰铜诚矿业有限公司年产40万吨建筑碎石加工项目,工业项目备案（发改）,不予许可
66,2511-150926-89-01-357968,20251106154018301N,乌兰察布市鑫农丰粮油贸易有限公司粮食加工厂建设项目,旗县产业类项目备案,批复
66,2511-150429-07-02-249038,20251106153657286N,宁城奇运膨润土有限公司18万吨/年膨润土产品精深加工扩建及技术改造升级项目,工业项目备案（工信）,不予许可
66,2511-150404-04-01-408943,20251106153450275N,内蒙古顺堃高新科技有限公司年产105万吨纳米级陶土 （非金属矿物制品制造）项目,高新技术产业备案,不予许可
66,2511-150603-04-01-271220,20251106153350271N,鄂尔多斯市中心血站建设项目,社会事业项目建议书审批,批复
66,2511-150421-04-01-107795,20251106153322266N,智创正洁能源科技（呼和浩特市）有限公司双胜镇双井村聂小光非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
66,2511-150204-04-01-686298,20251106152719257N,大兆瓦风电齿轮箱试验台及配套设施项目,工业项目备案（发改）,批复
66,2508-150824-04-01-639919,20251105144449190N,巴彦淖尔犇驰牧业有限公司德岭山镇兴丰村肉牛标准化养殖场建设项目,农林牧水项目备案,批复
66,2511-152502-04-02-134147,20251106151231225N,锡林浩特市2026年度庭院供热二次管网及地沟管道改造工程,城市基础设施项目建议书审批,批复
101,2308-150981-04-01-847240,20251103151108983N,丰镇市新建管网及配套工程,城市基础设施项目初步设计审批,批复
101,2511-150899-04-01-904674,20251103150631977N,巴彦淖尔市银瑜绒业有限公司扩建项目,工业项目备案（发改）,批复
101,2511-152526-04-01-254440,20251103150351970N,西乌珠穆沁旗文特农畜产品深加工项目,旗县产业类项目备案,批复
101,2511-150403-04-01-973924,20251103145917955N,内蒙古璟嘉新型建筑材料有限公司年产110万立方新型建材项目,工业项目备案（发改）,批复
101,2511-150304-07-02-308798,20251103145908952N,内蒙古君正化工有限责任公司甲醇装置VOCs回收综合利用技术改造项目,工业项目备案（工信）,批复
101,2511-150622-20-01-849299,20251103143003915N,鄂尔多斯市鸿博渝昇农业养殖有限责任公司养殖项目,农牧业项目备案,批复
101,2511-150428-04-01-431350,20251103142635911N,喀喇沁旗鑫鑫建筑水利工程有限公司蓄水池建设项目,农林牧水项目备案,批复
101,2511-150822-04-01-467633,20251103142214897N,磴口县室外标准田径跑道和标准足球场建设项目,政府投资社会事业项目项目建议书审批,批复
101,2511-150403-04-01-494963,20251103131327853N,内蒙古伊品生物科技有限公司玉米仓储扩容项目（二期）,仓储物流类项目备案,批复
101,2511-150524-04-01-796178,20251103124245850N,通辽市库伦旗灌草治沙生态产业化开发项目,农林牧水项目备案,批复
20,2509-150622-04-01-453046,20250919194958170N,准格尔旗育丰农牧业科技有限责任公司蒸汽管道建设项目,城市供热、给排水城建项目备案,批复
20,2509-150125-04-01-522403,20250919184502131N,武川县大青山乡种地窑村到巨金山村2026年乡村道路以工代赈项目,以工代赈示范类项目可行性研究报告审批,批复
20,2509-152525-04-01-100741,20250919183834111N,东乌珠穆沁旗第二小学塑胶运动场改造工程,政府投资社会事业项目可行性研究报告审批,批复
20,2509-150602-04-01-930065,20250919181017964N,呼苏庄园,旗县产业类项目备案,批复
20,2509-150821-04-03-320552,20250919175621937N,内蒙古慧丰佰兴农业有限公司葵花籽生产设备项目,工业项目备案（发改）,批复
20,2509-152525-04-01-970166,20250919174849933N,东乌珠穆沁旗满都胡宝拉格小学塑胶运动场改造工程,政府投资社会事业项目可行性研究报告审批,批复
20,2509-150303-04-01-236424,20250919174351920N,海南区道路连接线整治项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
20,2509-150303-04-01-296706,20250919174211917N,海南区X166至罗贝图连接线,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
20,2509-152201-04-01-435581,20250919172134884N,乌兰浩特市五一广场综合改造及自建人防工程项目,城市基础设施项目建议书审批,批复
20,2503-150121-04-05-523157,20250919170318843N,敕勒川乳业开发区金山热电厂周边片区管网及基础设施建设工程,城乡建设领域初步设计审批,批复
29,2511-150622-60-01-269589,20251112084547953N,内蒙古自治区鄂尔多斯市准格尔旗张建明自然人户用分布式光伏项目,太阳能热发电项目备案,批复
29,2511-150622-20-01-326268,20251112084405950N,刘俊林养殖场养殖项目,农牧业项目备案,批复
29,2511-150302-60-01-270073,20251112083955945N,乌海市佳彩科技有限公司站南小区充电站,能源类的项目备案,批复
29,2511-150921-04-05-534069,20251112071939941N,张国栋居民屋顶及庭院分布式光伏发电项目,光伏电站项目备案,批复
29,2511-152221-04-01-705342,20251111193813906N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗跃进马场张盈80kW分布式光伏发电项目,光伏电站项目备案,批复
29,2511-152221-04-01-295560,20251111193620904N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗跃进马场张文海110kW分布式光伏发电项目,光伏电站项目备案,批复
29,2511-152221-04-01-591580,20251111193416902N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗跃进马场王秀云90kW分布式光伏发电项目,光伏电站项目备案,批复
29,2511-150302-60-01-441239,20251111182350872N,乌海市佳彩科技有限公司雅亭小区充电站,能源类的项目备案,批复
29,2511-152221-04-01-934971,20251111181527865N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗跃进马场余瑞明80kW分布式光伏发电项目,光伏电站项目备案,批复
29,2511-152221-04-01-727057,20251111181222860N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗跃进马场徐志友60kW分布式光伏发电项目,光伏电站项目备案,批复
176,2510-152525-04-01-701141,20251023181121372N,东乌旗阿拉坦合力苏木其都林高勒社区垃圾分类厂项目,环资类备案,批复
176,2504-150902-04-01-837430,20251023181010365N,乌兰察布市集宁区新区三期与河东片区排水管网互联互通工程,城市基础设施项目可行性研究报告审批,批复
176,2510-150627-04-05-186144,20251023172603348N,红庆河镇台格希里村二社农村通村道路建设项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
176,2510-150902-04-02-612280,20251023171350332N,乌兰察布供电公司2026年营销技术装备升级项目,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
176,2510-150902-04-01-194760,20251023171108325N,津燃公用集宁分公司爱明街铺设天然气中压管道项目,城市基础设施项目备案,批复
176,2510-150726-04-01-246936,20251023170831321N,新巴尔虎左旗阿木古郎镇海哥蔬菜水产商店仓储项目,仓储物流类项目备案,批复
176,2510-150902-04-02-269493,20251023170514311N,乌兰察布供电公司2026年市场化客户计量装置升级项目,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
176,2510-150425-04-01-674572,20251023170421299N,克什克腾旗风驰矿业有限责任公司尾矿库综合治理项目,环资类备案,批复
176,2510-150423-04-05-915698,20251023165836282N,内蒙古顷欣生物科技有限公司中草药全产业链智慧农文旅融合示范园项目,农林牧水项目备案,批复
176,2508-150627-04-01-948130,20251023165640280N,伊金霍洛旗养老综合服务中心附属设施建设项目,政府投资社会事业项目可行性研究报告审批,批复
108,2507-152502-04-01-545095,20251103085307156N,锡林浩特市福兴达矿业有限公司工业标准化厂房建设项目,工业项目备案（发改）,批复
108,2511-152971-89-01-555891,20251102183925950N,铸牢中华民族共同体意识——主题影院项目,社会事业项目备案,批复
108,2511-150802-04-01-638685,20251102133919922N,巴彦淖尔市百泰新能源有限公司临河区李国艳等4户310kw非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
108,2511-150622-60-01-781546,20251102101237907N,内蒙古自治区鄂尔多斯市准格尔旗李林自然人户用分布式光伏项目,太阳能热发电项目备案,批复
108,2511-150821-04-01-269231,20251101151038871N,五原县塔尔湖镇丰华村二社邬小文装机容量70KW户用分布式电站项目,光伏电站项目备案,批复
108,2504-150202-04-01-262544,20251101144626864N,包头市东河区莎木佳沟山洪沟治理工程,建设项目及业务用房建设项目可行性研究报告审批（党政机关及事业单位办公楼项目除外）,批复
108,2504-150202-04-01-816702,20251101144522858N,包头市东河区铁匠沟山洪沟治理工程,建设项目及业务用房建设项目可行性研究报告审批（党政机关及事业单位办公楼项目除外）,批复
108,2511-150303-04-01-237383,20251101113054842N,乌海润欣环保科技有限公司厂区整体环境提升整治项目,环资类备案,批复
108,2511-150499-04-01-846827,20251101091142812N,内蒙古赤峰旭阳新材料有限公司一期年产2万吨功能性高纯超细锌基新材料项目,固定投资项目备案,批复
108,2511-150124-04-01-462162,20251031200204676N,内蒙古塞舟新能源有限公司清水河县刘锦景等17户884.76KWP非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
113,2510-150502-04-02-349910,20251031143424613N,煤改气项目,工业项目备案（发改）,批复
113,2505-150303-04-01-527561,20251031142742604N,内蒙古乌海亚东精细化工有限公司萘系产品综合建设项目,工业项目备案（发改）,
113,2510-150122-04-01-325251,20251031142723602N,内蒙古汗盟新能源科技有限公司托克托县王满满166.8KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
113,2510-150122-04-01-453605,20251031142621599N,内蒙古汗盟新能源科技有限公司托克托县何来厚等5户369.94kW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
113,2405-150821-04-01-390065,20251031135729586N,巴彦淖尔五原马上有电新能源科技有限公司电动重卡充换电站一期项目,能源类的项目备案,批复
113,2510-150271-04-01-179731,20251031130410562N,盛世恒通汽车文化产业园及附属用房,旗县产业类项目备案,批复
113,2511-150825-04-01-138557,20251031121843534N,炭窑口110kV变电站653广林线切改工程项目,城市基础设施项目建议书审批,批复
113,2510-150303-04-05-815804,20251031120114509N,乌海市西部煤化工有限责任公司45万吨/年含碳固废综合利用项目,工业项目备案（发改）,批复
113,2510-150303-04-01-106661,20251031112200412N,内蒙古荣达可再生能源发展有限公司建设25kt/a脱硫副产物硫膏、硫渣提纯工业硫磺综合利用项目,环资类备案,批复
113,2511-150404-04-01-384637,20251031112028402N,赤峰汽车站新能源汽车公共充电桩基础设施建设项目,加油站、加气站、充电桩项目备案,批复
136,2510-150621-20-01-226309,20251029150834458N,内蒙古漠源生态农业开发有限公司肉羊养殖建设项目,农牧业项目备案,批复
